timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1469923560,Jul 31 2016 - 12:06am,complete,N/A,Pachuca,Necaxa,N/A,3,3.00,1.00,2.00,1.11,1,0,1,1,1,0,"38","",3,4,1,0,1,0,0,1,0,1,11,8,7,2,4,6,18,22,48,52,0.00,0.00,3.00,50,50,50,50,50,50,50,50,50,5.00,2.00,1.93,3.72,4.22,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Hidalgo
1469930400,Jul 31 2016 - 2:00am,complete,N/A,América,Tigres UANL,N/A,3,3.00,1.00,1.85,1.70,0,3,3,1,0,1,"","38,59,90'4",1,7,0,1,2,0,1,0,0,2,8,7,4,4,4,3,6,12,53,47,0.00,0.00,1.50,25,50,25,25,0,25,25,50,50,12.50,1.50,2.08,3.57,3.78,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Azteca
1469984400,Jul 31 2016 - 5:00pm,complete,N/A,Pumas UNAM,León,N/A,3,3.00,0.00,1.72,1.21,1,0,1,0,0,0,"82","",6,4,3,0,1,0,2,1,0,1,11,7,7,4,4,3,7,9,54,46,0.00,0.00,3.50,50,50,50,50,50,50,50,50,100,1.00,10.00,2.32,3.55,3.20,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Olímpico de Universitario
1470002400,Jul 31 2016 - 10:00pm,complete,N/A,Chiapas,Toluca,N/A,3,0.00,0.50,1.12,1.58,1,0,1,1,1,0,"16","",8,7,1,0,4,0,0,1,0,4,12,10,4,3,8,7,18,13,47,53,0.00,0.00,2.50,50,100,25,25,0,25,25,100,100,9.50,3.50,2.62,3.51,2.79,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Víctor Manuel Reyna
1470006000,Jul 31 2016 - 11:00pm,complete,N/A,Santos Laguna,Morelia,N/A,3,1.00,0.00,1.67,1.22,2,4,6,3,1,2,"39,74","22,42,52,79",5,2,3,0,4,0,1,2,2,2,15,6,4,0,11,6,9,8,53,47,0.00,0.00,1.00,0,50,0,0,0,0,50,0,50,13.00,4.00,2.01,3.68,3.91,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Nuevo Corona
1470520800,Aug 06 2016 - 10:00pm,complete,N/A,Cruz Azul,Tijuana,N/A,4,1.00,0.00,1.35,1.30,1,2,3,1,0,1,"90","33,72",5,4,2,1,1,0,1,2,1,0,11,10,7,7,4,3,13,15,51,49,0.00,0.00,2.50,50,50,50,50,50,50,50,0,50,13.00,3.00,2.04,3.54,3.96,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Azul (Ciudad de México (D.F.))
1470528000,Aug 07 2016 - 12:00am,complete,N/A,Morelia,Atlas,N/A,4,1.00,1.00,1.39,0.78,3,2,5,2,2,0,"24,40,61","52,87",-1,-1,3,0,2,0,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,2.00,50,50,50,50,0,0,50,50,50,8.00,3.00,2.42,3.44,3.11,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Generalísimo José María Morelos y Pavón
1470528000,Aug 07 2016 - 12:00am,complete,N/A,Tigres UANL,Chiapas,N/A,4,1.00,0.00,1.78,0.53,1,0,1,0,0,0,"55","",11,5,2,0,0,0,1,1,0,0,20,11,8,7,12,4,11,4,53,47,0.00,0.00,1.00,0,50,0,0,0,0,0,50,50,16.00,4.00,1.41,4.84,9.00,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Universitario de Nuevo León
1470528360,Aug 07 2016 - 12:06am,complete,N/A,León,Monterrey,N/A,4,1.00,0.00,1.37,1.00,0,3,3,1,0,1,"","7,66,90'1",13,10,3,0,3,0,2,1,1,2,18,10,7,6,11,4,16,11,52,48,0.00,0.00,0.50,0,0,0,0,0,0,0,0,50,9.00,3.00,2.33,3.61,3.13,0.00,0.00,0.00,0.00,0.00,0.00,Estadio León (Nou Camp) (León de los Aldamas)
1470535200,Aug 07 2016 - 2:00am,complete,N/A,Veracruz,América,N/A,4,3.00,0.00,1.65,1.25,2,4,6,3,2,1,"12,37","42,50,74,90",3,8,2,2,1,1,2,2,2,0,7,12,4,5,3,7,11,11,47,53,0.00,0.00,1.00,0,50,0,0,0,0,50,0,50,6.00,4.00,3.69,3.44,2.16,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Luis de la Fuente
